temperature,,Temperature,Temperature
degrees_fahrenheit,,Temperature,Temperature
degrees_fahrenheit,,Temperature,Temperature
degrees_fahrenheit,,Temperature,Temperature
lux,,Brightness,Brightness
dollar_amount_of_refund,,Price,Price
waterbed_temp,,Temperature,Temperature
bedroom_temp,,Temperature,Temperature
dollar_amount,,Price,Price
gas,,Gas_Level,Gas_Level
power,,Power,Price
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
measurementtime,,Time,Time
rainin,,Rain_Index,Rain_Index
solarradiation,,Brightness,Radiation
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
temperature1,,Temperature,Temperature
temperature2,,Temperature,Temperature
temperature3,,Temperature,Temperature
temperature4,,Temperature,Temperature
temperature5,,Temperature,Temperature
temperature6,,Temperature,Temperature
humidity,,Humidity,Humidity
temperature,,Temperature,Temperature
humidity,,Humidity,Humidity
temp,,Temperature,Temperature
time,,Time,Time
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
measurementtime,,Time,Time
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
time,,Time,Time
t1,,Temperature,Temperature
t2,,Temperature,Temperature
t3,,Temperature,Temperature
t4,,Temperature,Temperature
t5,,Temperature,Temperature
t6,,Temperature,Temperature
tr,,Temperature,Temperature
tv,,Temperature,Temperature
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
measurementtime,,Time,Time
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
temp0,,Temperature,Temperature
temp1,,Temperature,Temperature
temp2,,Temperature,Temperature
temp3,,Temperature,Temperature
temp4,,Temperature,Temperature
humidity,,Humidity,Humidity
light,,Brightness,Brightness
temperature,,Temperature,Temperature
colortemp,,Temperature,Temperature
illuminance,,Brightness,Humidity
lastmotion,,Motion,Motion
maxpower,,Power,Temperature
temperature,,Temperature,Temperature
humidity_percentage,,Humidity,Humidity
pressure_in_hpa,,Pressure,Pressure
temperature_in_celcius,,Temperature,Temperature
light_(0-1024),,Brightness,Brightness
light_level,,Brightness,Brightness
voltage,,Voltage,Voltage
temperature,,Temperature,Temperature
ah,,Current,PH
wh,,Power,PH
battery,,Battery_Level,Battery_Level
ampere,,Current,Battery_Level
colour_8,,Colore,Color
colour_2,,Colore,Color
colour_3,,Colore,Color
colour_1,,Colore,Color
colour_6,,Colore,Color
colour_7,,Colore,Color
colour_5,,Colore,Color
colour_4,,Colore,Color
kdb_temp_(f),,Temperature,Temperature
kd_temp_(f),,Temperature,Temperature
md_temp_(f),,Temperature,Temperature
ka_temp_(f),,Temperature,Temperature
lw_temp_(f),,Temperature,Temperature
ktb_temp_(f),,Temperature,Temperature
prd_temp_(f),,Temperature,Temperature
dd_temp_(f),,Temperature,Temperature
radiation_usv,,Radiation,Radiation
radiation_clicks-per-minute,,Radiation,Radiation
temperature,,Temperature,Temperature
free_pendrive_fs_(mb),,Memory,Temperature
free_root_fs_(mb),,Memory,Temperature
free_ram_(mb),,Memory,Temperature
temp.[c],,Temperature,Temperature
room_temperature,,Temperature,Temperature
dt_temperature,,Temperature,Temperature
ph,,PH,PH
led_temperature,,Temperature,Temperature
mdf_temperature,,Temperature,Temperature
temperature_(c),,Temperature,Temperature
light_frequency,,Brightness,Brightness
temperature_(f),,Temperature,Temperature
irradiance,,Brightness,Radiation
lux,,Brightness,Brightness
hum,,Humidity,Humidity
temp,,Temperature,Temperature
a_phase_current,,Current,Pressure
a_phase_voltage,,Voltage,Voltage
b_phase_current,,Current,Current
b_phase_voltage,,Voltage,Voltage
c_phase_current,,Current,Current
c_phase_voltage,,Voltage,Voltage
humidity,,Humidity,Humidity
pressure,,Pressure,Pressure
rain,,Rain_Index,Rain_Index
temp,,Temperature,Temperature
voltage,,Voltage,Voltage
winddirection,,Wind,Wind
windgust,,Speed,Speed
windspeed,,Speed,Speed
temp,,Temperature,Temperature
gal_per_min,,Count,Pressure
gallons,,Capacity,Time
sensor_sum,,Count,Temperature
time,,Time,Time
humidity,,Humidity,Humidity
pressure,,Pressure,Pressure
temp,,Temperature,Temperature
humidity,,Humidity,Humidity
temp,,Temperature,Temperature
light,,Brightness,Brightness
temp,,Temperature,Temperature
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
humidity_perc,,Humidity,Humidity
temperature_cent,,Temperature,Temperature
dewpt,,Temperature,Temperature
egas1,,Gas_Level,Gas_Level
egas2,,Gas_Level,Gas_Level
t1,,Temperature,Temperature
t2,,Temperature,Temperature
t3,,Temperature,Temperature
humidity,,Humidity,Humidity
temp,,Temperature,Temperature
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
timestamp,,Time,Time
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
temp,,Temperature,Temperature
temp,,Temperature,Temperature
date,,Time,Rate
dgas,,Gas_Level,Gas_Level
gas,,Gas_Level,Gas_Level
time,,Time,Time
ph,,PH,PH
luminosit,,Brightness,Humidity
temperatura,,Temperature,Temperature
luchtvochtigheid,,Humidity,Humidity
temperatuur,,Temperature,Temperature
test_cpu_meter,,CPU_Usage,Temperature
bedroom_temperature,,Temperature,Temperature
kitchen_temp,,Temperature,Temperature
outside_temp,,Temperature,Temperature
garage_temp,,Temperature,Temperature
3m-50_temperature,,Temperature,Temperature
home_control_curent,,Current,Temperature
freezer_temp,,Temperature,Temperature
output_4_(a),,Current,Battery_Level
output_2_(v),,Voltage,Battery_Level
output_3_(v),,Voltage,Battery_Level
output_1_(v),,Voltage,Battery_Level
output_2_(a),,Current,Battery_Level
output_3_(a),,Current,Battery_Level
output_1_(a),,Current,Battery_Level
output_4_(v),,Voltage,Battery_Level
outdoor_humidity_(%),,Humidity,Humidity
pressure_(hpa),,Pressure,Pressure
wind_direction,,Wind,Wind
rain_(mm),,Rain_Index,Rain_Index
outdoor_temp_(,,Temperature,Temperature
indoor_temp_(,,Temperature,Temperature
wind_speed_(m/s),,Speed,Speed
wind_gust_(m/s),,Speed,Speed
battvoltage,,Voltage,Voltage
loopcounter,,Count,Temperature
code_execution_time_till_now,,Time,Power
wificonntime,,Time,Time
battery_voltage_(v),,Voltage,Battery_Level
light_level,,Brightness,Brightness
temperature,,Temperature,Temperature
temperature_(bmp180),,Temperature,Temperature
pressure,,Pressure,Pressure
humidity,,Humidity,Humidity
cpu_temperature,,Temperature,Temperature
humidity,,Humidity,Humidity
pressure,,Pressure,Pressure
temperature,,Temperature,Temperature
light_level_(log),,Brightness,Brightness
cpu-monitor,,CPU_Usage,Current
1-hr_event_count,,Count,Temperature
raum_temperatur,,Temperature,Temperature
wasser_temperatur,,Temperature,Temperature
ph,,PH,PH
led_temperatur,,Temperature,Temperature
oil_burner_1_tempr.,,Temperature,Temperature
out_temperature,,Temperature,Temperature
humitidy_swimming_bath,,Humidity,Humidity
roomtemp_swimming_bath,,Temperature,Temperature
oil_burner_2_tempr.,,Temperature,Temperature
humidity,,Humidity,Humidity
lux,,Brightness,Brightness
temperature,,Temperature,Temperature
temperature2,,Temperature,Temperature
humidity2,,Humidity,Humidity
time,,Time,Time
humidity6,,Humidity,Humidity
temperature6,,Temperature,Temperature
light_intensity,,Brightness,Brightness
temperature,,Temperature,Temperature
humidity,,Humidity,Humidity
temperature,,Temperature,Temperature
humidity_[%],,Humidity,Humidity
wind_speed_[km/h],,Speed,Speed
temperature_[,,Temperature,Temperature
dew_point_[,,Temperature,Temperature
ambient_light_[lx],,Brightness,Brightness
vindretning,,Wind,Rate
luftfugtighed,,Humidity,Humidity
vindhastighed,,Speed,Speed
yahoo_temperatur,,Temperature,Temperature
dmi_temperatur,,Temperature,Temperature
upper_temp,,Temperature,Temperature
millis,,Time,Time
vent_temp,,Temperature,Temperature
house_temp,,Temperature,Temperature
vent_pressure,,Pressure,Pressure
temp2,,Temperature,Temperature
humidity,,Humidity,Humidity
temp1,,Temperature,Temperature
barometric_pressure,,Pressure,Pressure
humidity,,Humidity,Humidity
wind_speed,,Speed,Speed
temperature,,Temperature,Temperature
rain,,Rain_Index,Rain_Index
internal_temperature,,Temperature,Temperature
luminosity,,Brightness,Humidity
wind_direction,,Wind,Wind
degrees_c,,Temperature,Temperature
inlettemp,,Temperature,Temperature
outlettemp,,Temperature,Temperature
ambienttemp,,Temperature,Temperature
current,,Current,Current
voltage,,Voltage,Voltage
interneltemp,,Temperature,Temperature
inlettemp,,Temperature,Temperature
outlettemp,,Temperature,Temperature
ambienttemp,,Temperature,Temperature
current,,Current,Current
voltage,,Voltage,Voltage
interneltemp,,Temperature,Temperature
wind_speed,,Speed,Speed
external_battery,,Battery_Level,Battery_Level
temperature,,Temperature,Temperature
internal_battery,,Battery_Level,Temperature
humidity,,Humidity,Humidity
windspeed,,Speed,Speed
temp,,Temperature,Temperature
precipitation,,Rain_Index,Radiation
light,,Brightness,Brightness
winddir,,Wind,Wind
ambient_humidity,,Humidity,Brightness
inside_temperature,,Temperature,Temperature
ambient_temperature,,Temperature,Temperature
inside_humidity,,Humidity,Humidity
light_intensity,,Brightness,Brightness
temperature,,Temperature,Temperature
uptime,,Time,Time
temperature,,Temperature,Temperature
degrees_fahrenheit,,Temperature,Temperature
degrees_fahrenheit,,Temperature,Temperature
degrees_fahrenheit,,Temperature,Temperature
lux,,Brightness,Brightness
dollar_amount_of_refund,,Price,Price
waterbed_temp,,Temperature,Temperature
bedroom_temp,,Temperature,Temperature
dollar_amount,,Price,Price
gas,,Gas_Level,Gas_Level
power,,Power,Price
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
measurementtime,,Time,Time
rainin,,Rain_Index,Rain_Index
solarradiation,,Brightness,Radiation
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
temperature1,,Temperature,Temperature
temperature2,,Temperature,Temperature
temperature3,,Temperature,Temperature
temperature4,,Temperature,Temperature
temperature5,,Temperature,Temperature
temperature6,,Temperature,Temperature
humidity,,Humidity,Humidity
temperature,,Temperature,Temperature
humidity,,Humidity,Humidity
temp,,Temperature,Temperature
time,,Time,Time
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
measurementtime,,Time,Time
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
time,,Time,Time
t1,,Temperature,Temperature
t2,,Temperature,Temperature
t3,,Temperature,Temperature
t4,,Temperature,Temperature
t5,,Temperature,Temperature
t6,,Temperature,Temperature
tr,,Temperature,Temperature
tv,,Temperature,Temperature
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
measurementtime,,Time,Time
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
temp0,,Temperature,Temperature
temp1,,Temperature,Temperature
temp2,,Temperature,Temperature
temp3,,Temperature,Temperature
temp4,,Temperature,Temperature
humidity,,Humidity,Humidity
light,,Brightness,Brightness
temperature,,Temperature,Temperature
colortemp,,Temperature,Temperature
illuminance,,Brightness,Humidity
lastmotion,,Motion,Motion
maxpower,,Power,Temperature
temperature,,Temperature,Temperature
humidity_percentage,,Humidity,Humidity
pressure_in_hpa,,Pressure,Pressure
temperature_in_celcius,,Temperature,Temperature
light_(0-1024),,Brightness,Brightness
light_level,,Brightness,Brightness
voltage,,Voltage,Voltage
temperature,,Temperature,Temperature
ah,,Current,PH
wh,,Power,PH
battery,,Battery_Level,Battery_Level
ampere,,Current,Battery_Level
colour_8,,Colore,Color
colour_2,,Colore,Color
colour_3,,Colore,Color
colour_1,,Colore,Color
colour_6,,Colore,Color
colour_7,,Colore,Color
colour_5,,Colore,Color
colour_4,,Colore,Color
kdb_temp_(f),,Temperature,Temperature
kd_temp_(f),,Temperature,Temperature
md_temp_(f),,Temperature,Temperature
ka_temp_(f),,Temperature,Temperature
lw_temp_(f),,Temperature,Temperature
ktb_temp_(f),,Temperature,Temperature
prd_temp_(f),,Temperature,Temperature
dd_temp_(f),,Temperature,Temperature
radiation_usv,,Radiation,Radiation
radiation_clicks-per-minute,,Radiation,Radiation
temperature,,Temperature,Temperature
free_pendrive_fs_(mb),,Memory,Temperature
free_root_fs_(mb),,Memory,Temperature
free_ram_(mb),,Memory,Temperature
temp.[c],,Temperature,Temperature
room_temperature,,Temperature,Temperature
dt_temperature,,Temperature,Temperature
ph,,PH,PH
led_temperature,,Temperature,Temperature
mdf_temperature,,Temperature,Temperature
temperature_(c),,Temperature,Temperature
light_frequency,,Brightness,Brightness
temperature_(f),,Temperature,Temperature
irradiance,,Brightness,Radiation
lux,,Brightness,Brightness
hum,,Humidity,Humidity
temp,,Temperature,Temperature
a_phase_current,,Current,Pressure
a_phase_voltage,,Voltage,Voltage
b_phase_current,,Current,Current
b_phase_voltage,,Voltage,Voltage
c_phase_current,,Current,Current
c_phase_voltage,,Voltage,Voltage
humidity,,Humidity,Humidity
pressure,,Pressure,Pressure
rain,,Rain_Index,Rain_Index
temp,,Temperature,Temperature
voltage,,Voltage,Voltage
winddirection,,Wind,Wind
windgust,,Speed,Speed
windspeed,,Speed,Speed
temp,,Temperature,Temperature
gal_per_min,,Count,Pressure
gallons,,Capacity,Time
sensor_sum,,Count,Temperature
time,,Time,Time
humidity,,Humidity,Humidity
pressure,,Pressure,Pressure
temp,,Temperature,Temperature
humidity,,Humidity,Humidity
temp,,Temperature,Temperature
light,,Brightness,Brightness
temp,,Temperature,Temperature
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
humidity_perc,,Humidity,Humidity
temperature_cent,,Temperature,Temperature
dewpt,,Temperature,Temperature
egas1,,Gas_Level,Gas_Level
egas2,,Gas_Level,Gas_Level
t1,,Temperature,Temperature
t2,,Temperature,Temperature
t3,,Temperature,Temperature
humidity,,Humidity,Humidity
temp,,Temperature,Temperature
baromin,,Pressure,Pressure
batt_lvl,,Battery_Level,Battery_Level
dailyrainin,,Rain_Index,Rain_Index
dewptf,,Temperature,Temperature
humidity,,Humidity,Humidity
light_lvl,,Brightness,Brightness
rainin,,Rain_Index,Rain_Index
tempf,,Temperature,Temperature
timestamp,,Time,Time
winddir,,Wind,Wind
winddir_avg2m,,Wind,Wind
windgustdir,,Speed,Speed
windgustdir_10m,,Speed,Speed
windgustmph,,Speed,Speed
windgustmph_10m,,Speed,Speed
windspdmph_avg2m,,Speed,Speed
windspeedmph,,Speed,Speed
temp,,Temperature,Temperature
temp,,Temperature,Temperature
date,,Time,Rate
dgas,,Gas_Level,Gas_Level
gas,,Gas_Level,Gas_Level
time,,Time,Time
ph,,PH,PH
luminosit,,Brightness,Humidity
temperatura,,Temperature,Temperature
luchtvochtigheid,,Humidity,Humidity
temperatuur,,Temperature,Temperature
test_cpu_meter,,CPU_Usage,Temperature
bedroom_temperature,,Temperature,Temperature
kitchen_temp,,Temperature,Temperature
outside_temp,,Temperature,Temperature
garage_temp,,Temperature,Temperature
3m-50_temperature,,Temperature,Temperature
home_control_curent,,Current,Temperature
freezer_temp,,Temperature,Temperature
output_4_(a),,Current,Battery_Level
output_2_(v),,Voltage,Battery_Level
output_3_(v),,Voltage,Battery_Level
output_1_(v),,Voltage,Battery_Level
output_2_(a),,Current,Battery_Level
output_3_(a),,Current,Battery_Level
output_1_(a),,Current,Battery_Level
output_4_(v),,Voltage,Battery_Level
outdoor_humidity_(%),,Humidity,Humidity
pressure_(hpa),,Pressure,Pressure
wind_direction,,Wind,Wind
rain_(mm),,Rain_Index,Rain_Index
outdoor_temp_(,,Temperature,Temperature
indoor_temp_(,,Temperature,Temperature
wind_speed_(m/s),,Speed,Speed
wind_gust_(m/s),,Speed,Speed
battvoltage,,Voltage,Voltage
loopcounter,,Count,Temperature
code_execution_time_till_now,,Time,Power
wificonntime,,Time,Time
battery_voltage_(v),,Voltage,Battery_Level
light_level,,Brightness,Brightness
temperature,,Temperature,Temperature
temperature_(bmp180),,Temperature,Temperature
pressure,,Pressure,Pressure
humidity,,Humidity,Humidity
cpu_temperature,,Temperature,Temperature
humidity,,Humidity,Humidity
pressure,,Pressure,Pressure
temperature,,Temperature,Temperature
light_level_(log),,Brightness,Brightness
cpu-monitor,,CPU_Usage,Current
1-hr_event_count,,Count,Temperature
raum_temperatur,,Temperature,Temperature
wasser_temperatur,,Temperature,Temperature
ph,,PH,PH
led_temperatur,,Temperature,Temperature
oil_burner_1_tempr.,,Temperature,Temperature
out_temperature,,Temperature,Temperature
humitidy_swimming_bath,,Humidity,Humidity
roomtemp_swimming_bath,,Temperature,Temperature
oil_burner_2_tempr.,,Temperature,Temperature
humidity,,Humidity,Humidity
lux,,Brightness,Brightness
temperature,,Temperature,Temperature
temperature2,,Temperature,Temperature
humidity2,,Humidity,Humidity
time,,Time,Time
humidity6,,Humidity,Humidity
temperature6,,Temperature,Temperature
light_intensity,,Brightness,Brightness
temperature,,Temperature,Temperature
humidity,,Humidity,Humidity
temperature,,Temperature,Temperature
humidity_[%],,Humidity,Humidity
wind_speed_[km/h],,Speed,Speed
temperature_[,,Temperature,Temperature
dew_point_[,,Temperature,Temperature
ambient_light_[lx],,Brightness,Brightness
vindretning,,Wind,Rate
luftfugtighed,,Humidity,Humidity
vindhastighed,,Speed,Speed
yahoo_temperatur,,Temperature,Temperature
dmi_temperatur,,Temperature,Temperature
upper_temp,,Temperature,Temperature
millis,,Time,Time
vent_temp,,Temperature,Temperature
house_temp,,Temperature,Temperature
vent_pressure,,Pressure,Pressure
temp2,,Temperature,Temperature
humidity,,Humidity,Humidity
temp1,,Temperature,Temperature
barometric_pressure,,Pressure,Pressure
humidity,,Humidity,Humidity
wind_speed,,Speed,Speed
temperature,,Temperature,Temperature
rain,,Rain_Index,Rain_Index
internal_temperature,,Temperature,Temperature
luminosity,,Brightness,Humidity
wind_direction,,Wind,Wind
degrees_c,,Temperature,Temperature
inlettemp,,Temperature,Temperature
outlettemp,,Temperature,Temperature
ambienttemp,,Temperature,Temperature
current,,Current,Current
voltage,,Voltage,Voltage
interneltemp,,Temperature,Temperature
inlettemp,,Temperature,Temperature
outlettemp,,Temperature,Temperature
ambienttemp,,Temperature,Temperature
current,,Current,Current
voltage,,Voltage,Voltage
interneltemp,,Temperature,Temperature
wind_speed,,Speed,Speed
external_battery,,Battery_Level,Battery_Level
temperature,,Temperature,Temperature
internal_battery,,Battery_Level,Temperature
humidity,,Humidity,Humidity
windspeed,,Speed,Speed
temp,,Temperature,Temperature
precipitation,,Rain_Index,Radiation
light,,Brightness,Brightness
winddir,,Wind,Wind
ambient_humidity,,Humidity,Brightness
inside_temperature,,Temperature,Temperature
ambient_temperature,,Temperature,Temperature
inside_humidity,,Humidity,Humidity
light_intensity,,Brightness,Brightness
temperature,,Temperature,Temperature
uptime,,Time,Time
