Temperature ,Temperature
Degrees Fahrenheit,Temperature
Degrees Fahrenheit,Temperature
Degrees Fahrenheit,Temperature
LUX,Brightness
Dollar amount of refund,Price
Waterbed temp,Temperature
Bedroom temp,Temperature
Dollar Amount,Price
gas,Gas_Level
power,Power
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
measurementtime,Time
rainin,Rain_Index
solarradiation,Brightness
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
temperature1,Temperature
temperature2,Temperature
temperature3,Temperature
temperature4,Temperature
temperature5,Temperature
temperature6,Temperature
humidity,Humidity
temperature,Temperature
humidity,Humidity
temp,Temperature
time,Time
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
measurementtime,Time
rainin,Rain_Index
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
time,Time
t1,Temperature
t2,Temperature
t3,Temperature
t4,Temperature
t5,Temperature
t6,Temperature
tr,Temperature
tv,Temperature
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
measurementtime,Time
rainin,Rain_Index
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
temp0,Temperature
temp1,Temperature
temp2,Temperature
temp3,Temperature
temp4,Temperature
humidity,Humidity
light,Brightness
temperature,Temperature
colortemp,Temperature
illuminance,Brightness
lastmotion,Motion
maxpower,Power
temperature,Temperature
Humidity percentage,Humidity
Pressure in hPa,Pressure
Temperature in Celcius,Temperature
Light (0-1024),Brightness
Light_Level,Brightness
Voltage,Voltage
Temperature,Temperature
Ah,Current
Wh,Power
Battery,Battery_Level
Ampere,Current
Colour 8,Colore
Colour 2,Colore
Colour 3,Colore
Colour 1,Colore
Colour 6,Colore
Colour 7,Colore
Colour 5,Colore
Colour 4,Colore
KDB Temp (F),Temperature
KD Temp (F),Temperature
MD Temp (F),Temperature
KA Temp (F),Temperature
LW Temp (F),Temperature
KTB Temp (F),Temperature
PRD Temp (F),Temperature
DD Temp (F),Temperature
Radiation uSv,Radiation
Radiation Clicks-Per-Minute,Radiation
Temperature,Temperature
Free pendrive FS (MB),Memory
Free root FS (MB),Memory
Free RAM (MB),Memory
Temp.[C],Temperature
Room Temperature,Temperature
DT Temperature,Temperature
Ph,PH
LED Temperature,Temperature
MDF Temperature,Temperature
Temperature (C),Temperature
Light Frequency,Brightness
Temperature (F),Temperature
Irradiance,Brightness
Lux,Brightness
hum,Humidity
temp,Temperature
a_phase_current,Current
a_phase_voltage,Voltage
b_phase_current,Current
b_phase_voltage,Voltage
c_phase_current,Current
c_phase_voltage,Voltage
humidity,Humidity
pressure,Pressure
rain,Rain_Index
temp,Temperature
voltage,Voltage
winddirection,Wind
windgust,Speed
windspeed,Speed
temp,Temperature
gal_per_min,Count
gallons,Capacity
sensor_sum,Count
time,Time
humidity,Humidity
pressure,Pressure
temp,Temperature
humidity,Humidity
temp,Temperature
light,Brightness
temp,Temperature
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
rainin,Rain_Index
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
humidity_perc,Humidity
temperature_cent,Temperature
dewpt,Temperature
egas1,Gas_Level
egas2,Gas_Level
t1,Temperature
t2,Temperature
t3,Temperature
humidity,Humidity
temp,Temperature
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
rainin,Rain_Index
tempf,Temperature
timestamp,Time
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
temp,Temperature
temp,Temperature
date,Time
dgas,Gas_Level
gas,Gas_Level
time,Time
PH,PH
Luminosit,Brightness
Temperatura,Temperature
Luchtvochtigheid,Humidity
Temperatuur,Temperature
Test CPU meter,CPU_Usage
Bedroom Temperature,Temperature
Kitchen Temp,Temperature
Outside Temp,Temperature
Garage Temp,Temperature
3M-50 Temperature,Temperature
Home Control Curent,Current
Freezer Temp,Temperature
Output 4 (A),Current
Output 2 (V),Voltage
Output 3 (V),Voltage
Output 1 (V),Voltage
Output 2 (A),Current
Output 3 (A),Current
Output 1 (A),Current
Output 4 (V),Voltage
Outdoor Humidity (%),Humidity
Pressure (hPa),Pressure
Wind Direction,Wind
Rain (mm),Rain_Index
Outdoor Temp (,Temperature
Indoor Temp (,Temperature
Wind Speed (m/s),Speed
Wind Gust (m/s),Speed
battVoltage,Voltage
loopCounter,Count
code execution time till now,Time
wiFiConnTime,Time
Battery Voltage (V),Voltage
Light Level,Brightness
Temperature,Temperature
Temperature (BMP180),Temperature
Pressure,Pressure
Humidity,Humidity
CPU Temperature,Temperature
Humidity,Humidity
Pressure,Pressure
Temperature,Temperature
Light Level (log),Brightness
CPU-Monitor,CPU_Usage
1-hr Event Count,Count
Raum Temperatur,Temperature
Wasser Temperatur,Temperature
PH,PH
LED Temperatur,Temperature
Oil Burner 1 Tempr.,Temperature
Out Temperature,Temperature
Humitidy Swimming bath,Humidity
Roomtemp Swimming bath,Temperature
Oil Burner 2 Tempr.,Temperature
humidity,Humidity
lux,Brightness
temperature,Temperature
Temperature2,Temperature
Humidity2,Humidity
Time,Time
HUmidity6,Humidity
Temperature6,Temperature
Light Intensity,Brightness
Temperature,Temperature
Humidity,Humidity
Temperature,Temperature
Humidity [%],Humidity
Wind speed [km/h],Speed
Temperature [,Temperature
Dew point [,Temperature
Ambient light [lx],Brightness
Vindretning,Wind
Luftfugtighed,Humidity
Vindhastighed,Speed
Yahoo temperatur,Temperature
DMI temperatur,Temperature
Upper Temp,Temperature
millis,Time
Vent Temp,Temperature
House Temp,Temperature
Vent Pressure,Pressure
Temp2,Temperature
Humidity,Humidity
Temp1,Temperature
Barometric Pressure,Pressure
Humidity,Humidity
Wind Speed,Speed
Temperature,Temperature
Rain,Rain_Index
Internal Temperature,Temperature
Luminosity,Brightness
Wind Direction,Wind
Degrees C,Temperature
InletTemp,Temperature
OutletTemp,Temperature
AmbientTemp,Temperature
Current,Current
Voltage,Voltage
InternelTemp,Temperature
InletTemp,Temperature
OutletTemp,Temperature
AmbientTemp,Temperature
Current,Current
Voltage,Voltage
InternelTemp,Temperature
Wind Speed,Speed
External Battery,Battery_Level
Temperature,Temperature
Internal Battery,Battery_Level
humidity,Humidity
windspeed,Speed
temp,Temperature
precipitation,Rain_Index
light,Brightness
winddir,Wind
Ambient Humidity,Humidity
Inside Temperature,Temperature
Ambient Temperature,Temperature
Inside Humidity,Humidity
Light Intensity,Brightness
Temperature,Temperature
Uptime,Time
Temperature ,Temperature
Degrees Fahrenheit,Temperature
Degrees Fahrenheit,Temperature
Degrees Fahrenheit,Temperature
LUX,Brightness
Dollar amount of refund,Price
Waterbed temp,Temperature
Bedroom temp,Temperature
Dollar Amount,Price
gas,Gas_Level
power,Power
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
measurementtime,Time
rainin,Rain_Index
solarradiation,Brightness
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
temperature1,Temperature
temperature2,Temperature
temperature3,Temperature
temperature4,Temperature
temperature5,Temperature
temperature6,Temperature
humidity,Humidity
temperature,Temperature
humidity,Humidity
temp,Temperature
time,Time
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
measurementtime,Time
rainin,Rain_Index
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
time,Time
t1,Temperature
t2,Temperature
t3,Temperature
t4,Temperature
t5,Temperature
t6,Temperature
tr,Temperature
tv,Temperature
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
measurementtime,Time
rainin,Rain_Index
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
temp0,Temperature
temp1,Temperature
temp2,Temperature
temp3,Temperature
temp4,Temperature
humidity,Humidity
light,Brightness
temperature,Temperature
colortemp,Temperature
illuminance,Brightness
lastmotion,Motion
maxpower,Power
temperature,Temperature
Humidity percentage,Humidity
Pressure in hPa,Pressure
Temperature in Celcius,Temperature
Light (0-1024),Brightness
Light_Level,Brightness
Voltage,Voltage
Temperature,Temperature
Ah,Current
Wh,Power
Battery,Battery_Level
Ampere,Current
Colour 8,Colore
Colour 2,Colore
Colour 3,Colore
Colour 1,Colore
Colour 6,Colore
Colour 7,Colore
Colour 5,Colore
Colour 4,Colore
KDB Temp (F),Temperature
KD Temp (F),Temperature
MD Temp (F),Temperature
KA Temp (F),Temperature
LW Temp (F),Temperature
KTB Temp (F),Temperature
PRD Temp (F),Temperature
DD Temp (F),Temperature
Radiation uSv,Radiation
Radiation Clicks-Per-Minute,Radiation
Temperature,Temperature
Free pendrive FS (MB),Memory
Free root FS (MB),Memory
Free RAM (MB),Memory
Temp.[C],Temperature
Room Temperature,Temperature
DT Temperature,Temperature
Ph,PH
LED Temperature,Temperature
MDF Temperature,Temperature
Temperature (C),Temperature
Light Frequency,Brightness
Temperature (F),Temperature
Irradiance,Brightness
Lux,Brightness
hum,Humidity
temp,Temperature
a_phase_current,Current
a_phase_voltage,Voltage
b_phase_current,Current
b_phase_voltage,Voltage
c_phase_current,Current
c_phase_voltage,Voltage
humidity,Humidity
pressure,Pressure
rain,Rain_Index
temp,Temperature
voltage,Voltage
winddirection,Wind
windgust,Speed
windspeed,Speed
temp,Temperature
gal_per_min,Count
gallons,Capacity
sensor_sum,Count
time,Time
humidity,Humidity
pressure,Pressure
temp,Temperature
humidity,Humidity
temp,Temperature
light,Brightness
temp,Temperature
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
rainin,Rain_Index
tempf,Temperature
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
humidity_perc,Humidity
temperature_cent,Temperature
dewpt,Temperature
egas1,Gas_Level
egas2,Gas_Level
t1,Temperature
t2,Temperature
t3,Temperature
humidity,Humidity
temp,Temperature
baromin,Pressure
batt_lvl,Battery_Level
dailyrainin,Rain_Index
dewptf,Temperature
humidity,Humidity
light_lvl,Brightness
rainin,Rain_Index
tempf,Temperature
timestamp,Time
winddir,Wind
winddir_avg2m,Wind
windgustdir,Speed
windgustdir_10m,Speed
windgustmph,Speed
windgustmph_10m,Speed
windspdmph_avg2m,Speed
windspeedmph,Speed
temp,Temperature
temp,Temperature
date,Time
dgas,Gas_Level
gas,Gas_Level
time,Time
PH,PH
Luminosit,Brightness
Temperatura,Temperature
Luchtvochtigheid,Humidity
Temperatuur,Temperature
Test CPU meter,CPU_Usage
Bedroom Temperature,Temperature
Kitchen Temp,Temperature
Outside Temp,Temperature
Garage Temp,Temperature
3M-50 Temperature,Temperature
Home Control Curent,Current
Freezer Temp,Temperature
Output 4 (A),Current
Output 2 (V),Voltage
Output 3 (V),Voltage
Output 1 (V),Voltage
Output 2 (A),Current
Output 3 (A),Current
Output 1 (A),Current
Output 4 (V),Voltage
Outdoor Humidity (%),Humidity
Pressure (hPa),Pressure
Wind Direction,Wind
Rain (mm),Rain_Index
Outdoor Temp (,Temperature
Indoor Temp (,Temperature
Wind Speed (m/s),Speed
Wind Gust (m/s),Speed
battVoltage,Voltage
loopCounter,Count
code execution time till now,Time
wiFiConnTime,Time
Battery Voltage (V),Voltage
Light Level,Brightness
Temperature,Temperature
Temperature (BMP180),Temperature
Pressure,Pressure
Humidity,Humidity
CPU Temperature,Temperature
Humidity,Humidity
Pressure,Pressure
Temperature,Temperature
Light Level (log),Brightness
CPU-Monitor,CPU_Usage
1-hr Event Count,Count
Raum Temperatur,Temperature
Wasser Temperatur,Temperature
PH,PH
LED Temperatur,Temperature
Oil Burner 1 Tempr.,Temperature
Out Temperature,Temperature
Humitidy Swimming bath,Humidity
Roomtemp Swimming bath,Temperature
Oil Burner 2 Tempr.,Temperature
humidity,Humidity
lux,Brightness
temperature,Temperature
Temperature2,Temperature
Humidity2,Humidity
Time,Time
HUmidity6,Humidity
Temperature6,Temperature
Light Intensity,Brightness
Temperature,Temperature
Humidity,Humidity
Temperature,Temperature
Humidity [%],Humidity
Wind speed [km/h],Speed
Temperature [,Temperature
Dew point [,Temperature
Ambient light [lx],Brightness
Vindretning,Wind
Luftfugtighed,Humidity
Vindhastighed,Speed
Yahoo temperatur,Temperature
DMI temperatur,Temperature
Upper Temp,Temperature
millis,Time
Vent Temp,Temperature
House Temp,Temperature
Vent Pressure,Pressure
Temp2,Temperature
Humidity,Humidity
Temp1,Temperature
Barometric Pressure,Pressure
Humidity,Humidity
Wind Speed,Speed
Temperature,Temperature
Rain,Rain_Index
Internal Temperature,Temperature
Luminosity,Brightness
Wind Direction,Wind
Degrees C,Temperature
InletTemp,Temperature
OutletTemp,Temperature
AmbientTemp,Temperature
Current,Current
Voltage,Voltage
InternelTemp,Temperature
InletTemp,Temperature
OutletTemp,Temperature
AmbientTemp,Temperature
Current,Current
Voltage,Voltage
InternelTemp,Temperature
Wind Speed,Speed
External Battery,Battery_Level
Temperature,Temperature
Internal Battery,Battery_Level
humidity,Humidity
windspeed,Speed
temp,Temperature
precipitation,Rain_Index
light,Brightness
winddir,Wind
Ambient Humidity,Humidity
Inside Temperature,Temperature
Ambient Temperature,Temperature
Inside Humidity,Humidity
Light Intensity,Brightness
Temperature,Temperature
Uptime,Time
